4.297569990158081055e+00,5.397330448031425476e-01,4.298334668512491241e+00,8.697131643736212281e-01,4.296497181964845424e+00,2.090863971304350588e-01
4.426135540008544922e+00,5.324707552790641785e-01,4.414777619578484469e+00,8.637422138366045443e-01,4.437161161838225176e+00,2.001331607015397196e-01
4.554401397705078125e+00,5.215225964784622192e-01,4.531006128337437211e+00,8.549116298618472110e-01,4.577522407559180273e+00,1.876233673390992618e-01
4.682554960250852716e+00,5.093103125691416100e-01,4.647103759942278423e+00,8.443844188903760761e-01,4.717829244977928660e+00,1.744796921015212832e-01
4.810764551162719727e+00,4.975312650203704834e-01,4.763183030325880196e+00,8.334929415184245682e-01,4.858206935212353805e+00,1.619263531724435545e-01
4.939021587371827948e+00,4.863200634717939619e-01,4.879295749466808552e+00,8.229996659550831151e-01,4.998640699846070845e+00,1.500615933164347604e-01
5.067322969436645508e+00,4.757053032517433167e-01,4.995444526460932622e+00,8.129800080564871800e-01,5.139129815670893997e+00,1.389602031465487775e-01
5.195682525634765625e+00,4.657651409506797791e-01,5.111639260985405109e+00,8.034619699061582576e-01,5.279693253481037019e+00,1.287820064452464275e-01
5.324104070663452148e+00,4.566556960344314575e-01,5.227879452813469108e+00,7.945113248499552361e-01,5.420328250515076718e+00,1.196386827892194221e-01
5.452584981918336737e+00,4.484471566975115620e-01,5.344169949793229790e+00,7.862548772051461965e-01,5.561017358056424165e+00,1.113902190601993719e-01
5.581110954284666192e+00,4.409738034009934582e-01,5.460515365373590946e+00,7.788097585052626837e-01,5.701763171358838811e+00,1.041722309156831311e-01
5.709682941436767578e+00,4.343306422233581543e-01,5.576898287850815095e+00,7.719717168159688780e-01,5.842578262495431218e+00,9.847219997849186723e-02
5.838313102722167081e+00,4.289216846227646429e-01,5.693318886960747172e+00,7.658060635613969103e-01,5.983462017000396926e+00,9.490590958462823135e-02
5.967003107070922852e+00,4.252664931118488312e-01,5.809783620126735215e+00,7.605928516926053762e-01,6.124383481126120188e+00,9.427513600811743277e-02
6.095737457275390625e+00,4.240167103707790375e-01,5.926297978295480107e+00,7.567198411306602646e-01,6.265254285226860453e+00,9.771150887195782786e-02
6.224462509155273438e+00,4.260958954691886902e-01,6.042857878874621669e+00,7.546799712658063264e-01,6.405859889167245136e+00,1.068690049475828907e-01
6.352993965148927558e+00,4.330964870750906304e-01,6.159412663065227278e+00,7.551456828787390663e-01,6.545753350677838256e+00,1.236988357537685268e-01
6.480926990509033203e+00,4.474595077335834503e-01,6.275900738805787249e+00,7.592434525216193997e-01,6.683760517247066879e+00,1.522235385735762336e-01
6.607214927673339844e+00,4.720972925424575806e-01,6.391977459677898210e+00,7.689379099694085840e-01,6.818371973402556740e+00,1.933227776240481754e-01
6.730256557464597833e+00,5.098519548773758903e-01,6.507034160112293186e+00,7.871908230711187615e-01,6.948267085217397110e+00,2.472432422445401401e-01
6.847713470458984375e+00,5.622869133949279785e-01,6.618446353537283500e+00,8.206432241182527454e-01,7.072018663780312409e+00,3.137856268720805031e-01
6.957293510437011719e+00,6.297206878662109375e-01,6.723153245292238012e+00,8.711702671865214631e-01,7.188418839646489644e+00,3.927274470554512620e-01
7.057086944580078125e+00,7.109083980321884155e-01,6.817954189331759451e+00,9.385133326700849654e-01,7.296141888439818146e+00,4.834349032890311038e-01
7.145216941833496094e+00,8.045917451381683350e-01,6.897533531949831875e+00,1.023282303507899504e+00,7.390921411726417034e+00,5.875318091856783775e-01
7.219638109207153320e+00,9.095766842365264893e-01,6.960712163251042028e+00,1.120866548833564291e+00,7.473862847317707114e+00,7.010703032601188767e-01
7.277390003204345703e+00,1.024432927370071411e+00,6.996376831799617335e+00,1.231269464601248309e+00,7.543802934707647623e+00,8.227164801376660730e-01
7.316255331039428711e+00,1.147063970565795898e+00,7.009248200060192779e+00,1.346744976152810969e+00,7.600059914561799523e+00,9.515123895083591465e-01
7.336432456970214844e+00,1.274093985557553710e+00,7.005116677802575964e+00,1.463004852560229274e+00,7.639812425256140571e+00,1.086583213466139064e+00
7.339959859848022461e+00,1.402724444866180420e+00,6.989516415659161375e+00,1.578427815513487653e+00,7.660923773544711324e+00,1.225763095466104069e+00
7.330377578735351562e+00,1.531057536602020264e+00,6.967822258702930149e+00,1.692910937077271250e+00,7.668214380104399375e+00,1.366227006426653290e+00
7.311108827590942383e+00,1.658343970775604248e+00,6.946128371959875203e+00,1.807451282319762820e+00,7.662809784615530972e+00,1.506882712211836450e+00
7.286302089691162109e+00,1.784678518772127020e+00,6.927054644687992813e+00,1.922444578226994105e+00,7.646669912625205789e+00,1.646799835099608478e+00
7.262426853179931641e+00,1.911173999309539795e+00,6.911582258649096921e+00,2.037962879756982204e+00,7.622619064154615209e+00,1.785617225898174176e+00
7.243524312973022461e+00,2.038503527641296387e+00,6.899827904626662622e+00,2.153928919931312969e+00,7.595866771231110981e+00,1.923965245849520667e+00
7.229895830154418945e+00,2.166519999504089355e+00,6.892420532872243655e+00,2.270273865460847862e+00,7.573437432299790828e+00,2.063075865717843627e+00
7.221508026123046875e+00,2.294988036155700684e+00,6.888651466109207533e+00,2.386786272926513686e+00,7.558377226606458166e+00,2.203176419582879131e+00
7.217889547348022461e+00,2.423674464225769043e+00,6.887140673621200193e+00,2.503349413401523726e+00,7.550440607153274364e+00,2.343856492473731734e+00
7.217003107070922852e+00,2.552411913871766913e+00,6.886937724637239633e+00,2.619929219881053317e+00,7.547671191525345158e+00,2.484749489160082980e+00
