episodes,steps,x,y,distance,reward,yaw,steering,throttle,waypoint,total
696,739,3.16,0.55,0.03,1.5,-0.03,0.4,0.4,2,1016.3
696,740,3.18,0.55,0.03,1.5,-0.04,0.4,0.4,2,1017.8
696,741,3.19,0.55,0.03,1.5,-0.03,0.4,0.4,2,1019.3
696,742,3.21,0.55,0.03,1.5,-0.03,0.4,0.4,2,1020.8
696,743,3.22,0.55,0.03,1.5,-0.02,0.4,0.4,2,1022.3
696,744,3.23,0.55,0.03,1.5,-0.01,0,0.4,2,1023.8
696,745,3.25,0.56,0.02,1.5,0,0,0.4,2,1025.3
696,746,3.27,0.56,0.02,1.5,0.02,0.8,0.8,2,1026.8
696,747,3.29,0.57,0.01,1.5,0.04,-0.8,0.4,2,1028.3
696,748,3.3,0.57,0.01,1.5,0.04,-0.8,0.4,2,1029.8
696,749,3.32,0.56,0.02,1.5,0.03,-0.4,0.4,2,1031.3
696,750,3.34,0.56,0.02,1.5,0.01,-0.4,0.8,2,1032.8
696,751,3.36,0.56,0.02,1.5,0,0.4,0.4,2,1034.3
696,752,3.37,0.56,0.02,1.5,-0.01,-0.4,0.4,2,1035.8
696,753,3.4,0.55,0.03,1.5,-0.03,-0.4,0.8,2,1037.3
696,754,3.44,0.54,0.04,1.5,-0.07,-0.4,1.6,2,1038.8
696,755,3.48,0.53,0.05,1,-0.1,0,0.4,2,1039.8
696,756,3.49,0.52,0.06,1,-0.11,0.4,0.4,2,1040.8
696,757,3.51,0.52,0.06,1,-0.1,0.8,0.8,2,1041.8
696,758,3.54,0.53,0.05,1,-0.07,0.8,0.8,2,1042.8
696,759,3.57,0.54,0.04,1.5,-0.03,0.8,0.8,2,1044.3
696,760,3.58,0.54,0.04,1.5,-0.01,0.8,0.4,2,1045.8
696,761,3.6,0.55,0.03,1.5,0.01,0.8,0.4,2,1047.3
696,762,3.61,0.56,0.02,1.5,0.03,0,0.4,2,1048.8
696,763,3.62,0.56,0.02,1.5,0.06,-0.4,0.4,2,1050.3
696,764,3.64,0.57,0.01,1.5,0.06,-0.8,0.4,2,1051.8
696,765,3.65,0.57,0.01,1.5,0.06,-0.8,0.4,2,1053.3
696,766,3.67,0.56,0.02,1.5,0.05,-0.8,0.4,2,1054.8
696,767,3.68,0.56,0.02,1.5,0.03,0,0.4,2,1056.3
696,768,3.69,0.56,0.02,1.5,0.01,-0.4,0.4,2,1057.8
696,769,3.72,0.55,0.03,1.5,-0.02,-0.8,0.8,2,1059.3
696,770,3.73,0.54,0.04,1.5,-0.05,0.4,0.4,2,1060.8
696,771,3.75,0.53,0.05,1,-0.06,-0.8,0.4,2,1061.8
696,772,3.76,0.53,0.05,1,-0.08,0.4,0.4,2,1062.8
696,773,3.77,0.53,0.05,1,-0.09,0.8,0.4,2,1063.8
696,774,3.8,0.53,0.05,1,-0.08,0.8,0.8,2,1064.8
696,775,3.82,0.53,0.05,1,-0.06,0.8,0.4,2,1065.8
696,776,3.83,0.54,0.04,1.5,-0.04,0.4,0.4,2,1067.3
696,777,3.84,0.54,0.04,1.5,-0.03,-0.4,0.4,2,1068.8
696,778,3.88,0.54,0.04,1.5,-0.02,-0.8,1.6,2,1070.3
696,779,3.93,0.54,0.04,1.5,-0.02,0.8,1.6,2,1071.8
696,780,3.98,0.54,0.04,1.5,0,0,0.8,2,1073.3
696,781,4,0.55,0.03,1.5,0.01,0.4,0.8,2,1074.8
696,782,4.03,0.55,0.03,1.5,0.04,0.8,0.8,3,1076.3
696,783,4.06,0.56,0.02,1.5,0.07,0.4,0.8,3,1077.8
696,784,4.08,0.58,0,1.5,0.1,0.4,0.8,3,1079.3
696,785,4.12,0.59,0.01,1.5,0.14,-0.4,1.6,3,1080.8
696,786,4.16,0.6,0.02,1.5,0.17,0,0.8,3,1082.3
696,787,4.18,0.61,0.03,1.5,0.18,-0.4,0.4,3,1083.8
696,788,4.2,0.61,0.03,1.5,0.17,-0.8,0.8,3,1085.3
696,789,4.22,0.61,0.03,1.5,0.15,-0.4,0.4,3,1086.8
696,790,4.24,0.61,0.03,1.5,0.14,-0.8,0.4,3,1088.3
696,791,4.25,0.6,0.02,1.5,0.12,-0.4,0.4,3,1089.8
696,792,4.27,0.6,0.02,1.5,0.1,0.8,0.8,3,1091.3
696,793,4.29,0.6,0.02,1.5,0.09,-0.4,0.4,3,1092.8
696,794,4.31,0.6,0.02,1.5,0.08,-0.8,0.4,3,1094.3
696,795,4.33,0.59,0.01,1.5,0.05,-0.4,0.8,3,1095.8
696,796,4.37,0.58,0,1.5,0.01,0.4,1.6,3,1097.3
696,797,4.41,0.58,0,1.5,-0.02,-0.4,0.8,3,1098.8
696,798,4.43,0.57,0.01,1.5,-0.04,-0.8,0.4,3,1100.3
696,799,4.44,0.57,0.01,1.5,-0.06,0,0.4,3,1101.8
696,800,4.47,0.56,0.02,1.5,-0.08,0.4,0.8,3,1103.3
696,801,4.49,0.55,0.03,1.5,-0.09,0,0.4,3,1104.8
696,802,4.5,0.55,0.03,1.5,-0.09,0.8,0.4,3,1106.3
696,803,4.53,0.55,0.03,1.5,-0.09,-0.8,1.6,3,1107.8
696,804,4.57,0.54,0.04,1.5,-0.11,0,0.4,3,1109.3
696,805,4.58,0.54,0.04,1.5,-0.11,0.4,0.4,3,1110.8
696,806,4.62,0.53,0.05,1,-0.12,-0.8,1.6,3,1111.8
696,807,4.66,0.52,0.06,1,-0.14,0.8,0.8,3,1112.8
696,808,4.67,0.52,0.06,1,-0.13,0,0.4,3,1113.8
696,809,4.69,0.52,0.06,1,-0.13,0,0.4,3,1114.8
696,810,4.71,0.52,0.06,1,-0.12,0.4,0.8,3,1115.8
696,811,4.74,0.52,0.06,1,-0.12,-0.4,0.8,3,1116.8
696,812,4.77,0.52,0.06,1,-0.11,0.8,0.8,3,1117.8
696,813,4.79,0.52,0.06,1,-0.1,0,0.4,3,1118.8
696,814,4.81,0.52,0.06,1,-0.08,0.8,0.8,3,1119.8
696,815,4.86,0.53,0.05,1,-0.04,-0.8,1.6,3,1120.8
696,816,4.91,0.53,0.05,1,-0.03,0,1.6,3,1121.8
696,817,4.95,0.52,0.06,1,-0.04,-0.8,0.8,3,1122.8
696,818,4.97,0.52,0.06,1,-0.05,0.8,0.4,3,1123.8
696,819,4.99,0.52,0.06,1,-0.04,0.4,0.8,3,1124.8
696,820,5.04,0.52,0.06,1,-0.03,0,1.6,4,1125.8
696,821,5.08,0.53,0.05,1,-0.01,0.4,0.8,4,1126.8
696,822,5.11,0.53,0.05,1,0.01,0.4,0.8,4,1127.8
696,823,5.12,0.54,0.04,1.5,0.02,0.4,0.4,4,1129.3
696,824,5.14,0.54,0.04,1.5,0.04,0.4,0.4,4,1130.8
696,825,5.17,0.55,0.03,1.5,0.06,-0.8,1.6,4,1132.3
696,826,5.21,0.55,0.03,1.5,0.05,-0.8,0.8,4,1133.8
696,827,5.23,0.55,0.03,1.5,0.04,0.4,0.4,4,1135.3
696,828,5.25,0.55,0.03,1.5,0.04,0.4,0.8,4,1136.8
696,829,5.28,0.55,0.01,1.5,0.04,-0.8,0.8,4,1138.3
696,830,5.31,0.54,0,1.5,0.02,-0.4,0.8,4,1139.8
696,831,5.33,0.54,0.01,1.5,0.01,0,0.4,4,1141.3
696,832,5.34,0.54,0.01,1.5,0,0,0.4,4,1142.8
696,833,5.36,0.54,0.01,1.5,-0.01,-0.4,0.8,4,1144.3
696,834,5.41,0.52,0.01,1.5,-0.06,-0.8,1.6,4,1145.8
696,835,5.44,0.51,0.01,1.5,-0.07,-0.8,0.8,4,1147.3
696,836,5.48,0.49,0.04,1.5,-0.12,0.4,1.6,4,1148.8
696,837,5.51,0.48,0.07,1,-0.16,0,0.8,4,1149.8
696,838,5.53,0.47,0.08,1,-0.18,0.4,0.4,4,1150.8
696,839,5.54,0.46,0.1,1,-0.18,0.4,0.4,4,1151.8
696,840,5.56,0.46,0.11,1,-0.19,-0.8,0.4,4,1152.8
696,841,5.57,0.45,0.12,1,-0.2,0,0.4,4,1153.8
696,842,5.59,0.45,0.13,1,-0.2,-0.4,0.4,5,1154.8
696,843,5.6,0.45,0.13,1,-0.18,0.8,0.4,5,1155.8
696,844,5.61,0.45,0.13,1,-0.15,0.8,0.4,5,1156.8
696,845,5.62,0.45,0.13,1,-0.14,0.8,0.4,5,1157.8
696,846,5.64,0.45,0.13,1,-0.13,0.8,0.4,5,1158.8
696,847,5.65,0.45,0.13,1,-0.11,0,0.4,5,1159.8
696,848,5.68,0.46,0.12,1,-0.06,0.4,1.6,5,1160.8
696,849,5.74,0.47,0.15,0.6,-0.01,-0.8,1.6,6,1161.4
696,850,5.79,0.48,0.15,0.6,0.01,0.4,1.6,6,1162
696,851,5.83,0.49,0.17,0.6,0.04,0.8,0.8,6,1162.6
696,852,5.84,0.49,0.18,0.6,0.03,0.8,0.4,6,1163.2
696,853,5.86,0.5,0.18,0.6,0.04,0.4,0.4,7,1163.8
696,854,5.88,0.51,0.19,0.6,0.07,0.8,0.8,7,1164.4
696,855,5.89,0.51,0.2,0.6,0.09,-0.8,0.4,7,1165
696,856,5.92,0.52,0.21,0.5,0.1,-0.8,0.8,7,1165.5
696,857,5.97,0.52,0.24,0,0.1,0,1.6,7,1165.5
